807,71.1,72,-0.9,LEM OFF + HVAC ON,?,08:05:08,FF A2 00 23 00 02 00 00 00 00 00 00 03 27 20 8D 00 A0 0B AB AC 07 00 00 1E 0C 80 00 00 00 00 00 00 2D 10 00 1A 00 00 40 FF 00 00 00 00 00 00
815,74.1,73,1.1,LEM OFF + HVAC ON,?,08:05:08,FF A2 00 23 00 02 00 00 00 00 00 00 03 2F 20 9D 00 A1 0F 80 AE 05 60 02 20 0E 80 12 60 02 00 00 00 0D 10 00 12 F6 00 40 82 00 00 00 00 06 7C FF
65235,65.6,62,3.6,LEM ON + HVAC ON,?,08:05:09,FF A2 00 23 00 02 00 01 00 00 00 00 FE D3 20 8D 00 96 1F BA A9 00 00 FF 0C 02 A0 0C 00 FF 00 00 00 38 10 00 1B 00 00 40 FF 00 00 00 00 00 00 FF
603,67.4,65,2.4,LEM OFF + HVAC ON,?,08:05:09,FF A2 00 23 00 02 00 00 00 00 00 00 02 5B 20 8D 00 99 07 A6 AA 02 00 45 17 08 80 09 00 45 00 00 00 41 10 00 15 00 00 40 FF 00 00 00 40 00 00 FF
817,73.2,72,1.2,LEM OFF + HVAC ON,?,08:05:09,FF A2 00 23 00 02 00 01 00 00 00 00 03 31 20 9D 00 A0 0F 80 AD 0C 00 00 1F 0D 80 00 00 00 00 00 00 47 10 00 1E F6 00 40 80 00 00 00 00 06 2F FF
816,72.5,72,0.5,LEM OFF + HVAC ON,?,08:05:10,FF A2 00 23 00 02 00 01 00 00 00 00 03 30 20 9D 00 A0 0B 80 AD 05 00 00 1F 0D 80 00 00 00 00 00 00 5B 10 00 15 0E 00 40 8D 00 00 00 00 06 95 FF
815,74.1,73,1.1,LEM OFF + HVAC ON,?,08:05:12,FF A2 00 23 00 02 00 01 00 00 00 00 03 2F 20 9D 00 A1 0F 80 AE 05 60 02 20 0E 80 12 60 02 00 00 00 0D 10 00 12 F6 00 40 82 00 00 00 00 06 7C FF
814,73.2,72,1.2,LEM OFF + HVAC ON,?,08:05:15,FF A2 00 23 00 02 00 01 00 00 00 00 03 2E 20 9D 00 A0 0F 80 AD 0C 00 00 1F 0D 80 00 00 00 00 00 00 01 10 00 18 F6 00 40 80 00 00 00 00 00 10 FF
813,73.3,72,1.3,LEM OFF + HVAC ON,?,08:05:17,FF A2 00 23 00 02 00 01 00 00 00 00 03 2D 20 8D 00 A0 0F 80 AD 0D 00 00 1F 0D 80 00 00 00 00 00 00 8F 10 00 13 F6 00 40 8C 00 00 00 00 06 A1 FF
812,70.9,73,-2.1,LEM OFF + HVAC OFF,?,08:05:19,FF A2 00 23 00 02 00 01 00 00 00 00 03 2C 20 9D 00 A1 04 BA AC 05 00 00 0A 1E 80 00 00 00 00 00 00 44 10 00 1A 00 00 40 FF 00 00 00 00 00 00 FF
811,74.6,72,2.6,LEM OFF + HVAC ON,?,08:05:22,FF A2 00 23 00 02 00 01 00 00 00 00 03 2B 20 98 00 A0 0F 80 AE 0A 00 00 1C 10 80 00 00 00 00 00 00 06 10 00 10 F6 00 40 C2 00 00 00 00 00 1A FF
810,69.0,69,0.0,LEM OFF + HVAC ON,?,08:05:24,FF A2 00 23 00 02 00 01 00 00 00 00 03 2A 20 9D 00 9D 07 AE AB 02 00 00 1B 09 80 00 00 00 00 00 00 01 10 00 16 00 00 40 FF 00 00 00 00 00 00 FF
809,69.6,67,2.6,LEM OFF + HVAC ON,?,08:05:27,FF A2 00 23 00 02 00 01 00 00 00 00 03 29 20 89 00 9B 0F 80 AB 08 00 FF 19 09 80 0C 00 FF 00 00 00 57 10 00 1F 0E 00 40 A7 00 00 00 00 06 EC FF
808,76.1,72,4.1,LEM OFF + HVAC ON,?,08:05:29,FF A2 00 23 00 02 00 01 00 00 00 00 03 28 20 88 00 A0 0B 80 AF 09 00 00 14 19 80 00 00 00 00 00 00 51 10 00 1F 0E 00 40 CB 00 00 00 00 00 B0 FF
807,71.1,72,-0.9,LEM OFF + HVAC ON,?,08:05:31,FF A2 00 23 00 02 00 01 00 00 00 00 03 27 20 8D 00 A0 0B AB AC 07 00 00 1E 0C 80 00 00 00 00 00 00 2D 10 00 1A 00 00 40 FF 00 00 00 00 00 00 FF
806,75.1,72,3.1,LEM OFF + HVAC ON,?,08:05:34,FF A2 00 23 00 02 00 01 00 00 00 00 03 26 20 88 00 A0 0F 80 AE 0F 00 00 14 19 80 00 00 00 00 00 00 EC 10 00 1D 0E 00 40 CB 00 00 00 00 00 CD FF
805,67.6,67,0.6,LEM OFF + HVAC ON,?,08:05:36,FF A2 00 23 00 02 00 01 00 00 00 00 03 25 20 9D 00 9B 0E 80 AA 04 00 03 1A 08 80 04 00 03 00 00 00 01 10 00 16 F6 00 40 96 00 00 00 00 06 98 FF
804,71.5,72,-0.5,LEM OFF + HVAC ON,?,08:05:39,FF A2 00 23 00 02 00 01 00 00 00 00 03 24 20 9D 00 A0 0F C0 AC 0B 00 00 1F 0D 81 01 00 01 00 0E 00 11 10 00 16 0E 00 40 FF 00 00 00 00 00 00 FF
803,72.6,73,-0.4,LEM OFF + HVAC ON,?,08:05:39,FF A2 00 23 00 02 00 01 00 00 00 00 03 23 20 9D 00 A1 07 80 AD 06 00 00 20 0E 80 00 00 00 00 00 00 30 10 00 17 F6 00 40 80 00 00 00 00 06 4B FF
802,70.5,65,5.5,LEM OFF + HVAC ON,?,08:05:40,FF A2 00 23 00 02 00 01 00 00 00 00 03 22 20 99 00 99 0F 80 AC 01 00 FF 17 07 A0 0C 00 FF 00 00 00 02 10 00 18 0E 00 40 B8 00 00 00 00 06 CE FF
801,73.2,74,-0.8,LEM OFF + HVAC ON,?,08:05:40,FF A2 00 23 00 02 00 01 00 00 00 00 03 21 20 8D 00 A2 07 AA AD 0C 00 00 20 0E 80 00 00 00 00 00 00 3A 10 00 16 00 00 40 FF 00 00 00 00 00 00 FF
717,70.6,67,3.6,LEM OFF + HVAC ON,?,08:05:40,FF A2 00 23 00 02 00 01 00 00 00 00 02 CD 20 98 00 9B 07 80 AC 02 00 00 17 0B 80 00 00 00 00 00 00 14 10 00 1C D1 00 40 BD 00 00 00 00 04 D8 FF
716,71.4,70,1.4,LEM OFF + HVAC ON,?,08:05:41,FF A2 00 23 00 02 00 01 00 00 00 00 02 CC 20 9D 00 9E 0F 80 AC 0A 00 00 1C 0C 80 00 00 00 00 00 00 01 10 00 1C F6 00 40 C2 00 00 00 00 06 BC FF
715,65.3,65,0.3,LEM OFF + HVAC ON,?,08:05:41,FF A2 00 23 00 02 00 01 00 00 00 00 02 CB 20 9D 00 99 0F 80 A8 0D 00 19 18 06 80 09 00 19 00 00 00 01 10 00 1B 0E 00 40 89 00 00 00 00 06 60 FF
714,75.2,74,1.2,LEM ON + HVAC ON,?,08:05:42,FF A2 00 23 00 02 00 01 00 00 00 00 02 CA 20 9D 00 A2 1F 80 AF 00 00 00 21 0F 80 00 00 00 00 00 00 2C 10 00 1A F6 00 40 80 00 00 00 00 00 9B FF
713,68.9,65,3.9,LEM OFF + HVAC ON,?,08:05:42,FF A2 00 23 00 02 00 01 00 00 00 00 02 C9 20 99 00 99 0F 80 AB 01 00 00 15 09 80 00 00 00 00 00 00 02 10 00 16 0E 00 40 C0 00 00 00 00 06 C8 FF
712,67.9,65,2.9,LEM OFF + HVAC ON,?,08:05:42,FF A2 00 23 00 02 00 01 00 00 00 00 02 C8 20 99 00 99 0B 80 AA 07 00 15 15 09 80 09 00 15 00 00 00 01 10 00 14 F6 00 40 C0 00 00 00 00 06 7D FF
711,72.5,70,2.5,LEM OFF + HVAC ON,?,08:05:43,FF A2 00 23 00 02 00 01 00 00 00 00 02 C7 20 9D 00 9E 0B 80 AD 05 00 29 1C 0C 80 09 00 29 00 00 00 01 10 00 1E 0E 00 40 BE 00 00 00 00 06 86 FF
710,70.4,69,1.4,LEM OFF + HVAC ON,?,08:05:43,FF A2 00 23 00 02 00 01 00 00 00 00 02 C6 20 9D 00 9D 0E 80 AC 00 00 4B 1C 0A 80 0C 00 4B 00 00 00 01 10 00 1F F6 00 40 C0 00 00 00 00 06 0C FF
709,72.4,72,0.4,LEM OFF + HVAC ON,?,08:05:43,FF A2 00 23 00 02 00 01 00 00 00 00 02 C5 20 99 00 A0 07 80 AD 04 00 00 1E 0E 80 00 00 00 00 00 00 0C 10 00 1A F6 00 40 88 00 00 00 00 06 57 FF
708,68.7,67,1.7,LEM OFF + HVAC ON,?,08:05:44,FF A2 00 23 00 02 00 01 00 00 00 00 02 C4 20 9D 00 9B 0F 80 AA 0F 00 35 1A 08 80 09 00 35 00 00 00 01 10 00 1C 0E 00 40 BF 00 00 00 00 06 B9 FF
707,71.2,70,1.2,LEM OFF + HVAC ON,?,08:05:44,FF A2 00 23 00 02 00 01 00 00 00 00 02 C3 20 99 00 9E 0F 80 AC 08 00 00 1C 0C 80 00 00 00 00 00 00 A5 10 00 16 D1 00 40 8A 00 00 00 00 04 87 FF
706,74.9,72,2.9,LEM OFF + HVAC ON,?,08:05:44,FF A2 00 23 00 02 00 01 00 00 00 00 02 C2 20 98 00 A0 07 80 AE 0D 00 00 1C 10 80 00 00 00 00 00 00 34 10 00 1A F6 00 40 BF 00 00 00 00 04 20 FF
705,74.7,71,3.7,LEM OFF + HVAC ON,?,08:05:45,FF A2 00 23 00 02 00 01 00 00 00 00 02 C1 20 88 00 9F 0E 80 AE 0B 00 03 14 19 80 00 00 00 00 00 00 3D 10 00 16 F6 00 40 CF 00 00 00 00 04 01 FF
704,72.8,72,0.8,LEM OFF + HVAC ON,?,08:05:45,FF A2 00 23 00 02 00 01 00 00 00 00 02 C0 20 9D 00 A0 0F 80 AD 08 00 29 1F 0D 80 09 00 29 00 00 00 19 10 00 18 F6 00 40 80 00 00 00 00 06 2F FF
703,70.6,70,0.6,LEM OFF + HVAC ON,?,08:05:47,FF A2 00 23 00 02 00 01 00 00 00 00 02 BF 20 9D 00 9E 0F 80 AC 02 00 00 1C 0C 80 00 00 00 00 00 00 01 10 00 11 F6 00 40 8E 00 00 00 00 06 51 FF
702,76.3,65,11.3,LEM OFF + HVAC ON,?,08:05:50,FF A2 00 23 00 02 00 01 00 00 00 00 02 BE 20 88 00 99 0B 80 AF 0B 00 00 14 19 80 00 00 00 00 00 00 5C 10 00 12 0E 00 40 C7 00 00 00 00 04 DC FF
701,70.6,,--,LEM OFF + HVAC ON,?,08:05:52,FF A2 00 23 00 02 00 01 00 00 00 00 02 BD 20 9D 00 DF 0F 80 AC 02 00 00 1E 0C 80 00 00 00 00 00 00 2A 10 00 1B F6 00 40 FF 00 00 00 00 00 00 FF
617,65.4,65,0.4,LEM OFF + HVAC ON,?,08:05:55,FF A2 00 23 00 02 00 01 00 00 00 00 02 69 20 9D 00 99 0B AA A8 0E 01 00 18 06 81 00 00 00 80 0C 00 02 10 00 14 0E 00 41 FF 00 00 00 00 00 00 FF
616,73.6,70,3.6,LEM OFF + HVAC OFF,?,08:05:57,FF A2 00 23 00 02 00 01 00 00 00 00 02 68 20 88 00 9E 04 80 AE 00 00 00 14 19 80 00 00 00 00 00 00 58 10 00 1A 0E 00 40 CF 00 00 00 00 04 9D FF
615,75.4,74,1.4,LEM OFF + HVAC ON,?,08:05:59,FF A2 00 23 00 02 00 01 00 00 00 00 02 67 20 9D 00 A2 0F 80 AF 02 00 00 21 0F 80 00 00 00 00 00 00 37 10 00 17 F6 00 40 80 00 00 00 00 06 E6 FF
614,71.9,70,1.9,LEM OFF + HVAC ON,?,08:06:02,FF A2 00 23 00 02 00 01 00 00 00 00 02 66 20 9D 00 9E 07 80 AC 0F 00 00 1C 0C 80 00 00 00 00 00 00 01 10 00 1A F6 00 40 81 00 00 00 00 06 48 FF
613,69.4,69,0.4,LEM ON + HVAC ON,?,08:06:04,FF A2 00 23 00 02 00 01 00 00 00 00 02 65 20 98 00 9D 1F AD AB 06 00 00 18 09 80 00 00 00 00 00 00 01 10 00 1E 00 00 40 FF 00 00 00 00 04 00 FF
612,74.3,73,1.3,LEM OFF + HVAC ON,?,08:06:07,FF A2 00 23 00 02 00 01 00 00 00 00 02 64 20 9D 00 A1 0F 80 AE 07 00 00 20 0E 80 00 00 00 00 00 00 47 10 00 1F 0E 00 40 8E 00 00 00 00 06 25 FF
611,68.8,66,2.8,LEM OFF + HVAC ON,?,08:06:09,FF A2 00 23 00 02 00 01 00 00 00 00 02 63 20 9D 00 9A 07 80 AB 00 00 FF 19 07 80 0C 00 FF 00 00 00 01 10 00 11 0E 00 40 BE 00 00 00 00 06 8F FF
610,75.1,72,3.1,LEM OFF + HVAC ON,?,08:06:11,FF A2 00 23 00 02 00 01 00 00 00 00 02 62 20 88 00 A0 0F 80 AE 0F 00 00 14 19 80 00 00 00 00 00 00 DE 10 00 1C F6 00 40 C9 00 00 00 00 04 35 FF
609,67.1,67,0.1,LEM OFF + HVAC ON,?,08:06:14,FF A2 00 23 00 02 00 01 00 00 00 00 02 61 20 9D 00 9B 0F 80 A9 0F 00 00 1A 08 80 00 00 00 00 00 00 01 10 00 1D 0E 00 40 C3 00 00 00 00 06 53 FF
608,73.8,72,1.8,LEM OFF + HVAC ON,?,08:06:16,FF A2 00 23 00 02 00 01 00 00 00 00 02 60 20 88 00 A0 0F 80 AE 02 00 00 14 19 80 00 00 00 00 00 00 43 10 00 1B F6 00 40 C6 00 00 00 00 00 BE FF
607,74.1,72,2.1,LEM OFF + HVAC ON,?,08:06:16,FF A2 00 23 00 02 00 01 00 00 00 00 02 5F 20 88 00 A0 07 80 AE 05 00 00 14 19 80 00 00 00 00 00 00 8D 10 00 1C 0E 00 40 C9 00 00 00 00 04 73 FF
605,72.9,72,0.9,LEM OFF + HVAC ON,?,08:06:16,FF A2 00 23 00 02 00 01 00 00 00 00 02 5D 20 9D 00 A0 0F 80 AD 09 00 00 1F 0D 80 00 00 00 00 00 00 3D 10 00 12 D1 00 40 87 00 00 00 00 06 D6 FF
604,65.9,65,0.9,LEM OFF + HVAC ON,?,08:06:17,FF A2 00 23 00 02 00 01 00 00 00 00 02 5C 20 9D 00 99 0E 80 A9 03 00 03 18 06 80 04 00 03 00 00 00 1C 10 00 1B D1 00 40 A7 00 00 00 00 06 C7 FF
603,67.4,65,2.4,LEM OFF + HVAC ON,?,08:06:17,FF A2 00 23 00 02 00 01 00 00 00 00 02 5B 20 8D 00 99 07 A6 AA 02 00 45 17 08 80 09 00 45 00 00 00 41 10 00 15 00 00 40 FF 00 00 00
602,74.2,72,2.2,LEM OFF + HVAC ON,?,08:06:18,FF A2 00 23 00 02 00 01 00 00 00 00 02 5A 20 88 00 A0 0F 80 AE 06 00 00 14 19 80 00 00 00 00 00 00 2E 10 00 1B F6 00 40 FF 00 00 00 00 04 00 FF
601,73.9,72,1.9,LEM OFF + HVAC ON,?,08:06:18,FF A2 00 23 00 02 00 01 00 00 00 00 02 59 20 9D 00 A0 0F 80 AE 03 00 00 1E 0E 81 00 00 00 80 06 00 58 10 00 1E 0E 00 40 BD 00 00 00 00 00 D7 FF
517,73.0,70,3.0,LEM OFF + HVAC ON,?,08:06:18,FF A2 00 23 00 02 00 01 00 00 00 00 02 05 20 88 00 9E 07 80 AD 0A 00 00 14 19 80 00 00 00 00 00 00 0D 10 00 15 F6 00 40 C7 00 00 00 00 00 98 FF
516,73.5,70,3.5,LEM OFF + HVAC ON,?,08:06:19,FF A2 00 23 00 02 00 01 00 00 00 00 02 04 20 88 00 9E 0F 80 AD 0F 00 00 14 19 80 00 00 00 00 00 00 3D 10 00 13 0E 00 40 C7 00 00 00 00 04 FA FF
515,65.5,72,-6.5,LEM OFF + HVAC ON,?,08:06:19,FF A2 00 23 00 02 00 01 00 00 00 00 02 03 20 9D 00 A0 0F 80 A8 0F FC 03 1F 4D 80 14 FC 03 00 00 00 01 10 00 19 0E 00 40 87 00 00 00 00 06 09 FF
514,72.7,70,2.7,LEM OFF + HVAC OFF,?,08:06:19,FF A2 00 23 00 02 00 01 00 00 00 00 02 02 20 88 00 9E 0C 80 AD 07 00 00 14 19 80 00 00 00 00 00 00 11 10 00 11 F6 00 40 CA 00 00 00 00 04 4B FF
513,68.2,67,1.2,LEM OFF + HVAC ON,?,08:06:20,FF A2 00 23 00 02 00 01 00 00 00 00 02 01 20 9D 00 9B 0F 80 AA 0A 00 BA 1A 08 80 0A 00 BA 00 00 00 A8 10 00 15 F6 00 40 BE 00 00 00 00 06 DA FF
512,71.5,69,2.5,LEM OFF + HVAC ON,?,08:06:20,FF A2 00 23 00 02 00 01 00 00 00 00 02 00 20 99 00 9D 0F 80 AC 0B 00 29 1B 0B 80 09 00 29 00 00 00 01 10 00 1C 0E 00 40 BE 00 00 00 00 06 64 FF
511,69.8,70,-0.2,LEM OFF + HVAC ON,?,08:06:20,FF A2 00 23 00 02 00 01 00 00 00 00 01 FF 20 9D 00 9E 0F BF AB 0A 00 01 1D 0B 81 81 00 01 80 0A 00 2E 10 00 12 F6 00 40 FF 00 00 00 00 00 00 FF
510,76.8,72,4.8,LEM OFF + HVAC ON,?,08:06:21,FF A2 00 23 00 02 00 01 00 00 00 00 01 FE 20 88 00 A0 0B 80 B0 00 00 00 14 19 80 00 00 00 00 00 00 D7 10 00 12 0E 00 40 CF 00 00 00 00 00 B7 FF
509,75.6,75,0.6,LEM OFF + HVAC ON,?,08:06:21,FF A2 00 23 00 02 00 01 00 00 00 00 01 FD 20 98 00 A3 07 80 AF 04 00 00 1F 13 80 00 00 00 00 00 00 87 10 00 12 F6 00 40 C9 00 00 00 00 04 1C FF
508,68.8,67,1.8,LEM OFF + HVAC ON,?,08:06:21,FF A2 00 23 00 02 00 01 00 00 00 00 01 FC 20 9D 00 9B 07 80 AB 00 00 35 1A 08 80 09 00 35 00 00 00 2E 10 00 17 D1 00 40 C1 00 00 00 00 06 E8 FF
